source_row_number,hora,dia_semana,mes,trimestre,dia_mes,semana_ano,is_horario_comercial,is_fim_de_semana,is_segunda_terca,periodo_dia,lag_1d,lag_7d,rolling_7d,rolling_30d,lag_1d_p2,lag_1d_p3,prioridade_bin,produto_enc,categoria_enc,subcategoria_enc,grupo_enc,aberto_por_enc,produto_freq,grupo_freq,mes_sin,mes_cos,is_feriado,tipo_feriado,dias_ate_feriado,dias_desde_feriado,target_ola
16689,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,11,111,346,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16690,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,23,94,370,10,0,0.073902,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16691,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,12,34,370,10,0,0.020009,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16692,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,22,55,269,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16693,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,8,9,108,12,0,0.004377,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16694,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,20,73,10,6,0,0.006644,0.006995,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16695,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,23,42,234,8,0,0.073902,0.080428,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16696,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,19,15,215,8,0,0.010005,0.080428,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16697,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,1,35,98,230,12,1,0.127364,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16698,17,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,35,52,204,10,0,0.127364,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16699,16,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,11,97,317,4,0,0.143935,0.141707,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16700,16,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,22,92,306,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16701,16,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,35,55,270,10,0,0.127364,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16702,16,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,30,104,262,12,0,0.019853,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16703,16,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16704,16,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,37,4,288,12,0,0.017782,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16705,16,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,18,32,204,4,0,0.017039,0.141707,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16706,15,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,22,92,293,12,0,0.319056,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16707,15,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16708,15,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,41,95,360,11,0,0.016492,0.015437,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16709,15,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,22,92,339,8,0,0.319056,0.080428,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16710,15,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,22,41,231,12,0,0.319056,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16711,14,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,35,52,373,10,0,0.127364,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16712,14,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,12,34,351,12,0,0.020009,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16713,14,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,35,98,230,11,1,0.127364,0.015437,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16714,14,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,35,39,246,12,1,0.127364,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16715,14,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,35,52,81,10,0,0.127364,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16716,13,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,1,23,94,351,12,1,0.073902,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16717,13,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,21,5,25,10,0,0.015671,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16718,12,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,34,92,351,12,0,0.005471,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16719,12,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,1,16,92,326,2,0,0.010982,0.016219,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16720,12,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,32,79,266,10,0,0.022354,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16721,12,4,4,2,25,17,1,0,0,2,87.0,42.0,55.86,66.7,15.0,72.0,0,22,92,351,12,0,0.319056,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16722,11,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,1,14,58,310,2,1,0.005393,0.016219,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16723,11,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,31,55,269,10,0,0.071635,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16724,11,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,1,34,92,351,12,1,0.005471,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16725,11,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,22,41,259,12,0,0.319056,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16726,11,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,31,60,283,1,0,0.071635,0.009809,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16727,11,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,35,55,270,10,0,0.127364,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16728,11,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,35,52,204,10,0,0.127364,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16729,10,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,16,34,112,10,0,0.010982,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16730,10,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,22,11,196,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16731,10,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,1,31,60,361,12,1,0.071635,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16732,10,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,41,95,293,11,0,0.016492,0.015437,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16733,10,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,30,22,110,10,0,0.019853,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16734,10,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,32,79,266,10,0,0.022354,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16735,10,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,1,35,52,81,8,0,0.127364,0.080428,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16736,9,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,31,59,379,12,0,0.071635,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16737,9,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,32,79,266,10,0,0.022354,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16738,9,4,4,2,25,17,1,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,35,52,163,4,0,0.127364,0.141707,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16739,8,4,4,2,25,17,0,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,31,59,379,4,0,0.071635,0.141707,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16740,8,4,4,2,25,17,0,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,23,106,314,10,0,0.073902,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16741,8,4,4,2,25,17,0,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,0,22,104,46,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16742,6,4,4,2,25,17,0,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,1,12,92,351,12,1,0.020009,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16743,6,4,4,2,25,17,0,0,0,1,87.0,42.0,55.86,66.7,15.0,72.0,1,11,97,275,4,1,0.143935,0.141707,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16744,5,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,1,23,94,351,12,1,0.073902,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16745,4,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,0,22,92,306,8,0,0.319056,0.080428,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16746,4,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,0,12,34,246,12,1,0.020009,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16747,4,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,0,22,34,306,12,0,0.319056,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16748,3,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,0,22,92,306,8,0,0.319056,0.080428,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16749,3,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,1,41,95,326,12,0,0.016492,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16750,3,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,0,42,113,306,8,0,0.006605,0.080428,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16751,1,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,0,37,4,249,10,0,0.017782,0.339886,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16752,1,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,1,22,92,351,12,1,0.319056,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16753,0,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,0,19,70,198,4,1,0.010005,0.141707,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16754,0,4,4,2,25,17,0,0,0,0,87.0,42.0,55.86,66.7,15.0,72.0,0,35,38,325,12,1,0.127364,0.350633,0.8660254037844387,-0.49999999999999983,0,0,6,4,0
16755,23,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,35,98,230,12,1,0.127364,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16756,22,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16757,21,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,22,92,185,8,0,0.319056,0.080428,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16758,21,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,41,95,360,11,0,0.016492,0.015437,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16759,21,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,122,10,1,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16760,21,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,127,12,1,0.319056,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16761,20,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,23,94,351,8,0,0.073902,0.080428,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16762,20,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,11,78,219,4,1,0.143935,0.141707,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16763,19,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,31,59,379,8,0,0.071635,0.080428,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16764,18,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,1,31,60,361,12,1,0.071635,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16765,18,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,41,95,295,2,0,0.016492,0.016219,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16766,18,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,37,4,249,12,1,0.017782,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16767,18,3,4,2,24,17,0,0,0,3,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,204,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16768,17,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,29,12,106,10,0,0.018993,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16769,17,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,35,98,230,11,1,0.127364,0.015437,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16770,17,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,1,31,60,361,12,1,0.071635,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16771,17,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,37,55,269,10,0,0.017782,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16772,16,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,97,317,4,0,0.143935,0.141707,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16773,16,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,35,52,276,8,0,0.127364,0.080428,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16774,16,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16775,16,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,12,41,246,12,1,0.020009,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16776,16,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16777,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,97,317,4,0,0.143935,0.141707,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16778,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,1,31,60,361,12,1,0.071635,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16779,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,16,104,32,10,0,0.010982,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16780,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,1,35,98,230,8,1,0.127364,0.080428,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16781,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,12,92,246,12,1,0.020009,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16782,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16783,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,127,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16784,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,23,106,32,12,0,0.073902,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16785,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,346,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16786,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,1,31,60,361,12,1,0.071635,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16787,15,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,22,92,185,8,0,0.319056,0.080428,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16788,14,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,35,52,204,8,0,0.127364,0.080428,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16789,14,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,37,55,269,10,0,0.017782,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16790,14,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,41,95,296,12,0,0.016492,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16791,14,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,22,55,269,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16792,14,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,12,92,246,12,1,0.020009,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16793,14,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,12,92,246,12,1,0.020009,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16794,14,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16795,14,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,22,34,306,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16796,14,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,97,317,4,0,0.143935,0.141707,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16797,13,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,23,94,351,12,0,0.073902,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16798,13,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16799,13,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16800,13,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,373,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16801,13,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,29,12,123,10,0,0.018993,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16802,12,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,29,12,277,10,0,0.018993,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16803,12,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,126,8,0,0.319056,0.080428,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16804,12,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,373,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16805,12,3,4,2,24,17,1,0,0,2,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,127,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16806,11,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,32,24,215,4,0,0.022354,0.141707,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16807,11,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,8,9,108,12,0,0.004377,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16808,11,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,22,92,351,12,0,0.319056,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16809,11,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,209,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16810,11,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,1,35,98,230,11,1,0.127364,0.015437,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16811,11,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,35,38,325,12,1,0.127364,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16812,11,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16813,10,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,11,97,382,4,0,0.143935,0.141707,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16814,10,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,42,112,210,10,1,0.006605,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16815,10,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,31,55,269,10,0,0.071635,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16816,10,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,32,24,215,4,0,0.022354,0.141707,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16817,10,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,1,41,95,295,12,0,0.016492,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16818,10,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,373,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16819,10,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,22,92,351,12,0,0.319056,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16820,10,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,13,5,133,10,0,0.002775,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16821,10,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,11,111,23,10,0,0.143935,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16822,9,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,14,85,74,2,1,0.005393,0.016219,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16823,9,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,22,104,126,10,0,0.319056,0.339886,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16824,9,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,1,35,45,300,12,1,0.127364,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16825,9,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,1,31,117,379,12,1,0.071635,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16826,9,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,32,24,215,4,0,0.022354,0.141707,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16827,9,3,4,2,24,17,1,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,0,11,97,12,4,0,0.143935,0.141707,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
16828,8,3,4,2,24,17,0,0,0,1,80.0,71.0,50.57,66.9,22.0,58.0,1,31,59,361,12,1,0.071635,0.350633,0.8660254037844387,-0.49999999999999983,0,0,7,3,0
